,link,type,text
19,e821959f47e5ed5e,caution,"<strong>한글 포함 금지 및 글자수 제한</strong>

설치 폴더명이 <span class=""r_blue001_span"">한글을 포함하거나 256자를 초과할 경우</span> WebSquare5 Studio가 정상적으로 작동하지 않을 수 있습니다."
20,55ca6074cd7402dc,note,"<strong>최신 Eclipse 설치 지원 </strong>

20220325 버전 이후 부터 최신 이클립스 설치를 지원합니다."
21,c43c411fe1186808,ordered_list,# <strong><em>webSquare_5_0_5_feature_xxx.zip</em></strong> 파일을 준비합니다. (파일명은 변경 될 수 있습니다.)
22,9d60514fa13f0d5b,ordered_list,"# Eclipse 공식 홈페이지에서 제공하는 Eclipse IDE for Java EE Developers를 설치합니다. (Eclipse IDE for Java EE Developers는 WebSquare5이 사용하는 기본적인 플러그인을 포함합니다.)
# Eclipse를 실행합니다.
# <strong>Help</strong> ­ <strong>Install New Software...</strong> 을 선택합니다."
23,431a8c03d1069bdd,ordered_list,"# 아래와 같이<strong> Install 창</strong>이 나타나면 <span class=""r_bold01_span"">Add</span> 버튼을 클릭합니다"
24,248f754faaf9229a,ordered_list,# 아래와 같이 <strong>Add Repository 창</strong>이 나타나면 원하는 이름을 <strong>Name</strong> 항목에 입력합니다.
25,96f94c1b821aa091,ordered_list,"# <strong>Archive..</strong> 버튼을 클릭하여 Location에 <strong><span class=""r_italic_span"">websquare_5_0_5_feature_xxx.zip</span></strong> 파일을 추가합니다.
# <strong>Add</strong> 버튼을 클릭합니다."
26,2caea9735c9abe8b,ordered_list,"# <strong>Install 창</strong>에 <strong><em>webSquare_5_0_5_feature_xxx.zip </em></strong>파일의 경로가 표시된 것을 확인합니다.
# <strong>Details</strong> 항목에서 제일 상단의 <strong>Show only the latest version of available software</strong> 항목만 남겨두고 모두 체크 해제합니다."
27,d4ff1ebd177ccd7e,ordered_list,"# <strong>Details</strong> 항목의 체크박스를 해제한 후, 상단에 feature 파일 2개가 표시되는지 확인합니다."
28,c7d5251585a33bad,ordered_list,"# 2개의 feature 파일들을 모두 선택하고, <strong>Next</strong> 버튼을 클릭합니다."
29,ba303c966ec21811,ordered_list,"# 선택한 feature 파일들을 확인하고, <strong>Next</strong> 버튼을 클릭합니다."
30,6e3104a57c836d8a,ordered_list,"# 동의 후, <strong>Finish</strong> 버튼을 클릭합니다."
31,7d36e82cabd76bfb,ordered_list,# 아래와 같은 메시지가 설치 중 표시되면 <strong>Install anyway</strong> 버튼을 클릭합니다.
32,f7cc06f391a8be65,ordered_list,# <strong>Restart</strong> 버튼을 클릭합니다.
33,8260d3f4a0646e46,ordered_list,"# Eclipse가 재실행되고 WebSquare 플러그인이 설치됩니다.
# <strong>Open Perspective</strong> 메뉴를 사용하여 WebSquare 설치를 확인합니다."
34,869b0d08965484c5,ordered_list,"# Eclipse 우측 상단에서 WebSquare 아이콘을 확인합니다. 
# <strong>Create a Project</strong>를 클릭합니다."
35,403a3281c54b2650,ordered_list,# <strong>New Project</strong>에서 WebSquare Project가 생성되는지 확인합니다
36,d23227bc6846ad2a,ordered_list,"# <strong>[Windows]</strong> - <strong>[Preferences]</strong>를 클릭합니다.
# 왼쪽 목록에서 <strong>WebSquare</strong>를 클릭합니다.
# 각 항목을 설정합니다."
37,00960fffa56d53f4,ordered_list,"# WebSquare Studio를 시작합니다.
# <strong>[<span class=""r_screen_text_span"">Window]-[Preferences]</span></strong>를 선택합니다.
# <strong>[<span class=""r_screen_text_span"">WebSquare]-[Embedded Engine]</span></strong>를 선택합니다.
# 현재 설치된 Engine 버전을<span class=""r_screen_text_span""> </span>확인합니다."
38,e7dd484233737449,ordered_list,"# <strong>Add</strong>를 클릭하여 Engine 파일을 추가합니다. (<em><strong>zip</strong></em> 확장명의 압축 파일로, 압축 해제할 필요는 없습니다.) 
# 새 Engine이 추가되는 과정은 오른쪽 아래의 상태 진행 창에서 확인할 수 있습니다. 100% 완료되면 새로운 Engine이 성공적으로 추가됩니다.
# 새 버전의 Engine을 선택하고 <strong>OK </strong>버튼을 클릭하면 스튜디오가 재 시작되며 새로운 Engine으로 바뀌어 있는 것을 확인할 수 있습니다."
39,5c48f435d26faee2,normal,"WebSquare5 Engine은 JAR 파일 형태로 제공되어 웹 서버에 설치됩니다. WebSquare5 Engine의 설치 사양은 WebSquare5 Engine이 설치되는 웹 서버 사양을 따릅니다. 단, 대용량 파일 업로드/다운로드와 같은 웹을 통해 제공하는 서버스 종류 및 규모에 따라 웹서버 환경을 구성할 것을 권장합니다."
40,cb0e5ca7484f1203,normal,"좀 더 자세한 내용은 <a class=""link"" href=""https://inswave.com/confluence/pages/viewpage.action?pageId=14723235"">웹스퀘어 서버 설치 가이드</a>를 참고하십시오."
41,36927e623c280d89,definition_list,"웹
IE11 이상
+ IE 제외 기타 웹 브라우저는 에버그린 브라우저 정책 따름. (최신 버전 및 직전 버전을 지원.)
모바일
Andorid 
+ Safari (iPhone, iPad)"
42,0c348f39632f45d9,pre,"프로젝트의 <span class=""r_italic_span"">WebSquare Configure</span> 폴더에 있는 <span class=""r_italic_span"">client.config.xml</span> 및 <span class=""r_italic_span"">server.config.xml</span> 파일을 클릭하여 직접 설정을 변경할 수 있습니다."
43,4659344f87718cbf,normal,"다음은 <span class=""r_italic_span"">client.config.xml</span> 파일을 클릭하면 표시되는 화면입니다. 각 설정 항목에 대한 설명이 표시되며, 설정 값을 직접 입력하거나 선택할 수 있습니다. 하단의 카테고리를 클릭하면 해당 부분으로 직접 이동할 수 있습니다."
44,96cec01948961aa0,note,"설정 항목에 대한 자세한 설명은 <a class=""reference text"" href=""#db5edae0d31101bd"">client.configlxml (클라이언트 설정)</a> 참조."
45,0a8656ca65c6b1d0,normal,"다음은 <span class=""r_italic_span"">serverconfig.xml</span> 파일을 클릭하면 표시되는 화면입니다. 각 설정 항목에 대한 설명이 표시되며, 설정 값을 직접 입력하거나 선택할 수 있습니다. 하단의 카테고리를 클릭하면 해당 부분으로 직접 이동할 수 있습니다."
46,416008b372648b91,note,"설정 항목에 대한 자세한 설명은 <a class=""reference"" href=""#42b8f4c660d4b1c8"">server.config.xml (서버 설정)</a> 참조."
47,1e03c93f5a4c8aab,normal,본 단락은 WebSquare5 엔진 설치 시 발생할 수 있는 주요 상황 및 그 해결책을 정리한 것입니다. 아래의 이슈에 대한 해결책을 참고하십시오.
48,ca560cd261361d12,normal,"WebSquare.startApplication is not function"" 경고 창이 나올 경우 래의 방법으로 확인하십시오."
49,2981d57c30ad0be5,ordered_list,"# 브라우저 개발자도구에서 <strong><em>config.xml</em></strong>의 유형(MIME-Type)을 확인합니다. 
# 정상인 경우 application/xml이 표시되어야 합니다. (""text/html"" 등으로 표시되면 오류입니다.)"
50,0679ac3820f8885b,ordered_list,"# JEUS 6 혹은 webtob인 경우, http.m의 xml 관련 MIME-Type을 확인합니다.
# ""xml MimeType = ""application/xml"", SVRTYPE = HTML""인지 확인합니다."
51,68c325077c0c83b1,normal,"WebServer와 WAS를 분리해서 사용할 경우, .jar 및 .jsp 파일은 WAS에 나머지 파일은 WebServer에 저장하십시오."
52,3cf24f63e7f8fab8,ordered_list,# WebServer와 WAS에 동일한 폴더 구조를 구성합니다.
53,e93fd8d112158d1f,note,"# engine , externalJS, fiddle, uiplugin 폴더를 확인하십시오
# 특히 externalJS 하위의 editor 폴더에는 같은 이름의 .js 파일이 존재할 수 있습니다."
54,d9352b9430947b0f,ordered_list,"# 이후 웹스퀘어 화면 file은 모두 WebServer의 해당 경로로 업로드 해야합니다. (WAS에 올릴 경우, xml 헤더 중복 에러가 발생할 수 있습니다.)
# 브라우저 개발자 도구에서 GET /websquare/javascript.wq?q=/bootloader 이상 진행하지 못하는 경우, <kbd>.wq</kbd> 관련 설정을 확인하십시오."
55,abffe1a23510e9aa,note,WebServer 및 WAS 설정 과정에서 <kbd>.wq</kbd> 처리가 필요하기 때문에 서버 엔지니어 지원이 필요합니다.
56,39f4f3f676685cd4,normal,WebSquare5를 정상 설치했으나 페이지 로딩 시 <strong><em>javascript.wq?q=/bootloader 404</em> </strong><strong> error</strong>가 발생할 수 있습니다. 이 경우 다음을 확인하십시오.
57,7647552472bcdd44,ordered_list,"# WAS 및 WebServer가 설치 경로를 정확히 바라보고 있는가? (일반적인 html파일 등을 올려놓고 확인 가능)
# WAS 및 WebServer에 설치된 WebSquare5의 권한은 어떠한가?"
58,71352466a33c9298,normal,WebSquare5를 정상 설치했으나 페이지 로딩 시 <strong><em>javascript.wq?q=/bootloader 400 error</em> </strong> 가 발생할수 있습니다. 이 경우 다음을 확인하십시오.
59,77425275f365c0c0,ordered_list,"# 클라이언트의 잘못된 파라미터 정보 또는 타입 request 시 발생합니다.
## spring, @requestParm 어노테이션 사용 시 빈 파라미터 일 때 ( required = false 처리 필요 )
## http 전송 header 크기 또는 header의 특정 값 (apache의 경우 크기 조정 가능)
## 브라우저 캐시 및 쿠키, 설정상의 문제
## 웹방화벽 문제
# 웹 방화벽에서 해당 페이지 예외 처리 후, 정상 수행되는 것을 확인합니다."
60,b9b38841dbbb88ed,ordered_list,"# 웹 방화벽에서 해당 페이지 예외 처리 후, 정상 수행되는 것을 확인합니다."
61,23036a25c0b0b500,normal,"개발자 도구에서 확인 결과 <strong><em>websquare.html</em> </strong>은 Status 200으로 정상인 경우에도 아무런 반응이 없을 수 있습니다. Window Server에 설치를 마친 후, 서버를 기동하고 Test페이지를 열어본 순간 아무런 반응이 없을 때가 있습니다. OS에 Chrome이 설치된 경우 아래의 테스트를 수행하십시오."
62,97288eaa30b34d08,ordered_list,"# Chrome에서는 정상, IE에서는 반응이 없다면, 
## IE ­ 인터넷 옵션 ­ 신뢰할 수 있는 사이트 ­ 사이트 ­ 추가를 선택합니다. 
## 해당 주소를 신뢰할 수 있는 사이트로 등록합니다. 
## <a class=""link"" href=""http://localhost:8080/websquare/javascript.wq?q=/bootloader"">http://{해당주소}/websquare/javascript.wq?q=/bootloader</a> 를 실행하여 메시지를 확인합니다. 
# Chrome에서도 반응이 없다면, 
## 설치 과정에 문제가 있는지 확인하십시오. (개발자 도구의 Network등)"
63,a35526bf94b1fdab,note,Window Server는 설치 직후 기본적인 보안 관련 제약 사항이 강력하게 설정되어 있습니다. 해당 OS에 해당 브라우져로 실행 했을 때 발생하는 문제입니다.
64,701ca1716642fe13,normal,해당 서버를 실행시키는 <strong><em>startUCMS1.sh</em></strong> 셀 스크립트를 아래와 같이 수정하십시오.
65,02a2445a2d9f9420,normal,<kbd>psrinfo -pv</kbd> 명령어로 확인하십시오.
66,fe7e5850b1a848b7,normal,아래 예제의 경우 CPU 코어 개수는 총 16개입니다
67,0abb62e5be9cc146,normal,"기존에 서비스가 있는 곳에 설치/패치 시, 충돌 날 수 있는 jar 파일은 아래와 같습니다."
68,aa74a7f5b5c37671,normal,아래와 같은 에러 메시지가 발생합니다.
69,92b61564779e144b,ordered_list,"# <strong><em>web.xml</em></strong> 에 <kbd>&lt;display-name&gt;</kbd> 태그가 없으면 정상적으로 .war 폴더를 로딩할 수 없습니다. display-name에 해당 .war 이름을 명시합니다.
# 해당 WEB-INF 폴더에 <strong><em>jboss-web.xml</em></strong> 파일이 없으면 정상적으로 해당 폴더를 로딩할 수 없습니다.
# jboss 모든 버전에서 class-loading 관련 설정이 필요합니다.
# 해당 .war 폴더에 WEB-INF를 구성해도 무방합니다. (WAS 엔지니어와 확인 필요.)"
70,2a67c2d6a553f858,normal,설치 시 확인 해야 할 content-Type은 아래와 같습니다. websquare 기동 시 오류가 발생할 경우 개발자 도구를 통해 아래 내용을 확인하십시오. 잘못된 경우 WebsSrver 또는 WAS의 mime-type을 확인하십시오.
71,2aef66324ad4513f,unordered_list,"* <strong><em>confg.xml</em></strong> - application/xml
* <strong><em>websquare.html</em></strong> - text/html
* <strong><em>javascriptPluginAll.wq</em></strong> - text/javascript
* 화면 xml - application/xml"
72,17435621f879caaa,normal,<strong><em>web.xml</em></strong> 파일에 아래 내용을 추가하십시오.
73,02a95ca6fc5677e1,normal,DB 등에서 조회한 값은 정상 호출하지만 WebSquare XML 파일의 한글이 깨지는 경우가 있습니다. 이 경우 아래 내용을 확인합니다.
74,50025bc0ba7c4e84,ordered_list,"# <strong><em>config.xml </em></strong>등의 한글 주석 등이 깨져있는가?
# XML 파일만 응답 헤더가 <kbd>contentType = application/xml;charSet=ISO_8859_1</kbd>인가? (다른 확장자는 정상.)"
75,43cbe5d983170f9b,normal,이 현상은 서버쪽의 인코딩 설정에 관련된 것일 수 있습니다. JEUS의 <strong>WEBMain.xml</strong>을 확인하십시오. 참고로 아래는 한글이 정상 출력되는 인코딩 예입니다.
76,e1188bf16f95c4de,normal,"웹서버가 iplanet (혹은 웹티어) 인경우, .wq 확장자에 대한 처리 및 mime-type 설정이 약간 복잡합니다. 이 경우 아래 내용을 확인하십시오."
77,28101345c41d9109,normal,설정 파일 위치를 확인합니다.
78,af9f2f524e4f7056,normal,아래 예제의 경우 <kbd>mime.types</kbd> 및 <kbd>XXXX_obj.conf</kbd> 파일을 변경해야합니다. (경우에 따라서<strong><em>magnus.conf</em></strong>를 변경할 때도 있습니다.
79,b11136f58fb5aa20,normal,# mime-type을 설정합니다. (예: <kbd>type=text/wq exts=wq</kbd>)
80,5e977a2e171596c1,normal,"다음은 <strong><em>XXXX_obj.conf</em></strong> 설정 예시입니다. <kbd>ppath="".wq""</kbd> 부분을 참고하십시오."
81,187d1b7dd9db8338,note,"웹로직 연계와 관련된 Object가 있다면, 복사하여 .wq 요청에 관련된 내용만 변경해서 사용할 수 있습니다."
82,76e81addf34edfe7,note,Websphere만의 특성인지는 추가 확인이 필요.
83,43980a32fd1a6fa9,normal,다음은 WebSquare5로 생성되는 XML 코드와 일반적인 HTML 코드 구조를 비교한 것입니다.
84,470be6d2d420f710,normal,"<code>onpageload</code>는 WebSquare Page 파일 생성 시 자동 생성되는 이벤트입니다. Script 탭에서 <code>onpageload</code> <code>onpageunload</code> 이벤트를 정의할 수 있으며, <code>onpageload</code> 이벤트는 페이지 로딩 후 실행됩니다."
85,fc495192e218d6b9,normal,"<code>onbeforepageunload</code> 이벤트는 WebSquare 페이지를 닫을 경우, 페이지가 닫히기 전 해당 페이지의 body 부분에서 발생합니다. <code>onbeforepageunload</code> 이벤트는 <strong>Outline</strong> 뷰의 <strong>Design</strong> 탭에서 Body를 우클릭하여 추가할 수 있습니다."
86,bef2a7a2c275afa1,normal,"아래와 같이 <strong><span class=""r_italic_span"">client.config.xml</span></strong> 파일을 설정하여 <code>initScript</code>를 등록할 수 있습니다. 페이지 로딩 직후 실행되며 <code>scwin.onpageload</code> 스크립트 이전에 실행됩니다."
87,7b84aa26232c6cea,normal,"아래와 같이 <strong><span class=""r_italic_span"">client.config.xml</span></strong> 파일을 설정하여 <code>postScript</code>를 등록할 수 있습니다. <code>postScript</code>는 페이지 로딩 시 <code>scwin.onpageload</code> 스크립트가 실행된 후에 실행됩니다."
88,da5be71dcb6e96ed,normal,Scope 기능 사용 시 스크립트는 아래의 순서로 동작합니다.
89,6ccbc3089cc51846,ordered_list,"# 외부 JS 파일
# 로컬 스크립트
# <kbd>&lt;initScript&gt;</kbd>
# <kbd>onpageload</kbd>
# <kbd>&lt;postScript&gt;</kbd>"
90,9f396cc27288f938,normal,"메인 페이지가 WFrame을 포함하는 경우, 실행 순서는 아래와 같습니다."
91,7041791081a8f340,normal,"메인 화면이 WFrame을 중첩 포함하고 있는 경우, 스크립트 수행 순서는 아래와 같습니다."
92,4bebb2f302817a55,normal,위의 그림의 순서를 표로 나타내면 아래와 같습니다.
93,19bc897c3e4706a2,normal,"참고로 Scope 기능을 사용하지 않는 경우, 스크립트 수행 순서는 아래와 같습니다."
94,9748926d619a292c,ordered_list,"# <strong>외부 JS 파일:</strong>
## PageInherit 컴포넌트의 외부 JS 파일 로딩.
## 메인 페이지의 외부 JS 파일 로딩.
## WFrame 컴포넌트의 외부 JS 파일 로딩.
# <strong>메인 페이지:</strong>
## 메인 페이지의 initScript (<strong><em>config.xml</em></strong> 파일에 정의된 JS 파일.)
## 메인 페이지의 &lt;script&gt; 영역에 정의된 스크립트. 
## 메인 페이지의 <kbd>onpageload</kbd> 이벤트 (화면의 &lt;script&gt; 영역에 정의.)
# <strong>WFrame 컴포넌트:</strong>
## WFrame 컴포넌트의 initScript (<strong><em>config.xml</em></strong> 파일에 정의된 JS 파일.)
## WFrame 컴포넌트의 &lt;script&gt; 영역에 정의된 스크립트. 
## WFrame 컴포넌트의 <kbd>onpageload</kbd> 이벤트 (화면의 &lt;script&gt; 영역에 정의.)
# <strong>postScript:</strong>
## WFrame 컴포넌트의 postScript (<strong><em>config.xml</em></strong> 파일에 정의된 JS 파일.)
## 메인 페이지의 postScript (<strong><em>config.xml</em></strong> 파일에 정의된 JS 파일.)"
95,7bbf002237e2d1db,normal,"웹스퀘어5는 화면 소스를 JavaScript로 빌드할 수 있는 W-Pack을 제공합니다. 스튜디오에서 개발한 화면 파일은 XML 형식으로 생성되며, W-Pack은 이를 JavaScript 파일로 변환합니다."
96,d9ca9acdfbde8d26,definition_list,"파일 크기 감소
압축 및 최소화(Minify) 기능을 제공하여, 기존 XML 형식과 비교하여 파일 크기가 감소되었습니다."
97,dcbddc5e942e5641,definition_list,"보안성 개선
난독화(Obfuscation)를 통해 소스 코드의 보안성을 높였습니다."
98,63fc127eb61090ef,definition_list,"속도 개선
웹 환경에 최적화된 JS 파일은 XML과 비교하여 로딩 시간이 짧고 메모리 사용량이 적어, 웹스퀘어 엔진은 JS 파일을 이용하여 더욱 빨리 화면을 브라우저에 그릴 수 있습니다."
99,4c6ca3b166795856,normal,"XML 화면 파일은 JS 파일로 변환되어 <strong><span class=""r_italic_span"">/WebContent/_wpack_/</span></strong> 폴더 아래에 저장됩니다. 화면 파일 개발에 사용한 공통 리소스도 JS 파일로 변환되어 <strong><span class=""r_italic_span"">/WebContent/_wpack_/cm/</span></strong> 폴더 아래에 저장됩니다."
100,e60205c9152f558b,normal,"WebSquare Studio에서 작성한 화면은 XML 파일로 생성되며, W-Pack에 의해 JS 파일로 변환되며, 브라우저는 XML 파일을 표시하나 화면을 표시할 때 실제로 사용하는 파일은 JS 파일입니다."
101,5f5a68c0c898ca9a,normal,WebSquare5로 개발한 화면의 브라우저 호출 순서는 아래와 같습니다.
102,48f01eaa39908806,ordered_list,"# 브라우저에서 화면을 호출합니다. 
# 서버 쪽 WebSquare5 엔진의 <strong><em><span class=""r_italic_span"">websquare.html</span></em> </strong> 파일이 호출됩니다. 
# WebSquare5 엔진이 구동됩니다. 
# 화면에 해당하는 XML 파일을 URL로 호출합니다. 
# W-Pack에 의해 변환된 JS 파일이 로딩됩니다.
# 해당 화면이 브라우저에 표시됩니다."
103,3247aa1b5b9be6be,normal,브라우저에는 호출한 화면의 XML 파일 명이 표시됩니다.
104,5870e9cf54bd3481,normal,실제 브라우저에 구동되는 파일은 아래와 같이 JS 파일입니다.
105,6b76b5a164d6c822,normal,"컴포넌트 별로 사용자 정의 attribute를 사용하는 경우, w3c validator에서 오류가 검출됩니다. <strong><span class=""r_italic_span"">client.config.xml</span></strong> 설정 파일에 <code>&lt;dataPrefix&gt;</code> 항목을 아래와 같이 설정하면 <code>""data-""</code> prefix가 추가되어 오류가 발생하지 않습니다."
106,00352c6dd4cc37e4,normal,"GridView에서 텍스트 데이터를 출력할 경우 <code>&lt;nobr&gt;</code> 태그로 출력됩니다. <code>&lt;nobr&gt;</code> 태그는 비권장 태그입니다. <strong><span class=""r_italic_span"">client.config.xml</span></strong> 설정 파일에 <code>&lt;gridView&gt;</code> ­ <code>&lt;dataTag&gt;</code> 항목을 아래와 같이 설정하여, <code>&lt;nobr&gt;</code> 태그 대신 <code>&lt;span&gt;</code> 태그로 출력하십시오."
107,c2c0afe82060d540,normal,"<strong><span class=""r_italic_span"">client.config.xml</span></strong> 설정 파일에 <code>&lt;removeXmlNameSpace</code><code>&gt;</code> 항목을 아래와 같이 설정하면, XML 관련 namespace를 제거할 수 있습니다."
108,80317ef362eefc8f,normal,"Scope 기능을 사용할 경우 개발자는 웹페이지 전체를 하나의 Single Page로 쉽게 구현할 수 있습니다. 보통의 경우 IFrame을 프레임 단위로 사용하지만, IFrame은 매번 사용할 때마다 브라우저가 다시 로딩되기 때문에 메모리 부하가 증가하는 단점이 있었습니다. 독립된 단위로 동작하는 WFrame은 기존의 IFrame을 대체할 수 있으며, 개발자는 IFrame 사용을 최소화하여 웹 어플리케이션의 전반적인 성능을 개선할 수 있습니다."
109,7fcdb3e2992c7443,note,"<strong>WFrame 권장 </strong>

외부 솔루션과의 연계 등 브라우저를 다시 로딩하여 메모리를 비워야 하는 것과 같이 특수한 경우에만 IFrame을 사용하십시오. 대부분의 경우, WFrame 사용을 권장합니다."
110,53b90b9da1865f93,normal,<code>openPopup</code><code>()</code> 함수를 이용하여 WFrame 팝업을 생성할 때 <code>dataObjec</code>t를 통해 파라미터를 전달할 수 있습니다. 생성된 팝업의 <code>src</code> 페이지는 <code>$p.getParameter(</code>) 함수를를 통해 전달받은 파라미터 확인 가능합니다.
111,3694c0f59262802b,normal,또한 팝업에 설정된 페이지 정보는 아래 방법으로 확인할 수 있습니다.
112,aa695befa2da5008,normal,<code>addTab()</code> 함수로 추가하는 탭에 <code>dataObject</code>를 통해 파라미터를 전달할 수 있습니다. 생성된 탭에서는 <code>$p.getParameter()</code> 함수를 통해 전달받은 파라미터 확인 가능합니다.
113,90edeab45abafc42,normal,<code>createWindow()</code> 함수를 통해 추가하는 윈도우에 <code>dataObject</code>를 통해 파라미터를 전달할 수 있습니다. 생성된 윈도우에서는 <code>$p.getParameter()</code> 함수를 통해 전달받은 파라미터 확인 가능합니다.
114,7acef3a77caacb46,normal,WFrame에 <code>setSrc()</code> 함수를 이용하여 페이지를 설정할 때 <code>dataObjec</code>t를 통해 파라미터를 전달할 수 있습니다. 생성된 WFrame의 <code>src</code> 페이지는 <code>$p.getParameter(</code>) 함수를를 통해 전달받은 파라미터 확인 가능합니다.
115,7a3fbe6503ba2614,normal,또한 WFrame에 설정된 페이지 정보는 아래 방법으로 확인할 수 있습니다.
116,483ebd156838a002,normal,"Scope은 웹 페이지를 구성하는 모든 단위 화면에 유효 범위(Scope)를 설정하는 기능입니다. 모든 화면은 Scope 단위로 존재하기 때문에, Scope에 포함된 객체 및 스크립트는 Scope 내에서만 유효합니다. 즉, 동일한 컴포넌트 ID 및 스크립트를 여러 개의 화면에서 함께 사용하더라도 웹 페이지는 정상 동작합니다."
117,11068d094b89cdb6,normal,Scope 기능을 사용하기 위해서는 각 화면을 WFrame으로 구성하고 WFrame 내에 표시할 화면(XML 파일)은 <kbd>src</kbd>및 <kbd>setSrc</kbd> API를 통해 정적/동적으로 지정하십시오.
118,f5985e2b881136b5,normal,WFrame으로 구성한 화면은 Scope으로 인식되어 각 WFrame 내에 존재하는 객체 및 스크립트는 해당 WFrame 내에서만 유효합니다.
119,abc1ce54cdf25cfe,normal,각 WFrame을 Scope 객체로 지정하기 위해서는 SPA Variable에서 Scope 변수명을 설정해야 합니다. 기본 값은 <code>scwin</code>입니다. WebSquare5 Studio에서 Page를 생성하여 이벤트를 추가할 경우 해당 함수 앞에 <code>scwin.</code>이 자동 추가되고<code> scwin.</code>로 시작하는 스크립트는 자신이 호출된 WFrame 내에서만 실행됩니다.
120,25d9f54ee241db1d,normal,WFrame의 Scope 기능을 사용하기 위해서는 아래의 설정이 필요합니다.
121,1170c0f1735339e7,normal,"Scope 기능을 사용할 경우 <a class=""reference"" href=""#1d4fbb99f119733d"">스크립트 실행 순서</a>에 따라 스크립트가 동작해야 합니다. 이를 보장하기 위해 <strong><em><span class=""r_italic_span"">config.xml</span></em> </strong> 파일에서 <kbd>&lt;scriptPrecedence&gt;</kbd> 항목을 아래와 같이 설정하십시오."
122,65d81930651ae3be,normal,"Scope 기능을 사용할 경우, 각 화면은 독립적으로 동작하며 객체의 직접 참조는 WFrame 내에서만 가능합니다. <kbd>strictMode</kbd>는 메인 화면에 내부적으로 WFrame을 씌우는 기능입니다. <strong><em>config.xml</em></strong> 파일에 아래 설정을 추가하십시오."
123,0bc914ea30f5355b,normal,<kbd>strictMode</kbd>의 id로 지정된 값에 따라 메인 화면에 포함된 객체의 ID가 변경됩니다.
